Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
30633,30633,0,220726,1,743.0,857831.0,3,1,3,4289.06,11.0,7,0,24605,139678.0,0.0,0.0
30634,30634,0,215424,1,729.0,1302336.0,10,0,0,11503.93,13.0,8,0,126255,191862.0,0.0,0.0
30635,30635,0,478258,1,743.0,2079341.0,0,1,17,24952.13,16.0,9,0,139745,624756.0,0.0,0.0
30636,30636,0,430408,1,696.0,1728487.0,10,0,0,18148.99,22.0,8,0,199595,545072.0,0.0,0.0
30637,30637,1,225368,0,734.0,1557088.0,10,0,0,26859.73,32.2,11,0,295773,462154.0,0.0,0.0
30638,30638,1,179036,0,734.0,1043746.0,10,1,0,9219.75,14.0,4,0,109972,161216.0,0.0,0.0
30639,30639,1,250096,1,663.0,1747278.0,10,2,0,5765.93,26.0,8,0,124336,369138.0,0.0,0.0
546,546,0,227722,0,673.0,578892.0,10,1,1,13314.63,22.0,11,0,167124,435798.0,0.0,0.0
30640,30640,1,393228,0,7410.0,1056552.0,10,0,0,21571.27,10.0,15,0,209190,1205116.0,0.0,0.0
30641,30641,0,245454,1,734.0,810217.0,10,1,3,10985.23,17.0,11,0,81263,172040.0,0.0,0.0
30642,30642,1,87318,0,710.0,377074.0,0,1,0,1941.99,14.0,2,0,72941,87340.0,0.0,0.0
30643,30643,0,756294,0,704.0,3452433.0,0,1,0,39702.97,8.0,8,0,597987,627748.0,0.0,0.0
30644,30644,1,88000,1,707.0,456000.0,0,1,0,2546.0,13.0,5,0,39577,226864.0,0.0,0.0
30645,30645,1,242220,0,748.0,622706.0,10,2,0,10171.08,29.0,9,0,282625,937706.0,0.0,0.0
30646,30646,0,654324,1,649.0,3013856.0,10,0,4,22227.15,13.0,17,0,213294,851598.0,0.0,0.0
30647,30647,0,608102,1,655.0,1180831.0,5,1,0,25092.54,32.4,16,0,473556,604538.0,0.0,0.0
30648,30648,1,21978,0,715.0,273429.0,1,1,0,3417.91,9.0,7,0,13851,21978.0,0.0,0.0
30649,30649,0,32824,0,743.0,604656.0,0,1,3,5996.02,15.0,5,0,32737,83138.0,0.0,0.0
30650,30650,0,195096,0,698.0,1234012.0,10,1,0,12751.47,12.0,14,0,230375,336402.0,0.0,0.0
30651,30651,1,787556,1,6950.0,1846154.0,3,1,0,51384.74,10.0,11,0,71364,182402.0,0.0,0.0
30652,30652,0,355080,0,714.0,870656.0,3,1,0,19662.15,19.0,16,0,460788,804738.0,0.0,0.0
30653,30653,0,334730,1,704.0,732393.0,2,1,0,8636.26,11.0,7,0,122379,196262.0,0.0,0.0
30467,30467,0,516296,0,716.0,1061701.0,7,1,0,24684.61,10.0,12,0,363812,502700.0,0.0,0.0
30654,30654,1,270248,0,713.0,1750527.0,0,0,6,36906.93,25.0,12,0,347890,484176.0,0.0,0.0
30655,30655,1,555456,0,695.0,1630998.0,10,1,0,36969.06,19.0,16,0,367346,578688.0,0.0,0.0
30656,30656,0,259336,1,716.0,2379845.0,10,0,0,32921.3,23.0,13,0,839173,1508804.0,0.0,0.0
30657,30657,0,306064,0,719.0,849623.0,4,1,0,22443.94,9.0,12,0,284297,515966.0,0.0,0.0
30658,30658,0,437008,1,667.0,1361559.0,5,0,0,30408.36,12.0,15,0,411540,719818.0,0.0,0.0
30659,30659,0,785642,0,722.0,1822252.0,10,0,0,20804.24,14.0,9,0,452580,891220.0,0.0,0.0
30660,30660,1,156288,0,7240.0,749816.0,0,1,0,15433.7,16.0,14,0,141303,247522.0,0.0,0.0
30661,30661,0,333762,0,739.0,2882490.0,8,1,0,28824.9,25.0,21,0,373274,451638.0,0.0,0.0
30662,30662,1,514316,0,710.0,1117428.0,2,0,0,21231.17,18.0,10,0,388854,469964.0,0.0,0.0
30663,30663,0,21736,0,703.0,938505.0,4,1,19,7210.88,15.0,7,0,185364,347842.0,0.0,0.0
30664,30664,0,219648,0,747.0,986423.0,4,1,0,23756.27,15.0,11,0,191349,889790.0,0.0,0.0
30665,30665,1,533390,1,6810.0,1228407.0,3,2,0,32143.25,15.0,16,1,241243,350922.0,1.0,0.0
30666,30666,1,112354,0,747.0,1009147.0,9,0,0,12614.29,12.0,6,0,60667,121330.0,0.0,0.0
23732,23732,0,551210,1,713.0,1504306.0,10,1,0,9890.83,17.0,5,0,297426,374748.0,0.0,0.0
30667,30667,0,329010,0,723.0,1894300.0,0,0,4,29566.85,19.0,10,0,277761,361790.0,0.0,0.0
30668,30668,1,112156,0,736.0,480947.0,8,1,0,11542.88,15.0,8,0,304893,938916.0,0.0,0.0
30669,30669,0,166694,0,717.0,616322.0,5,0,2,1905.51,22.0,36,1,56183,180708.0,1.0,0.0
30670,30670,0,77902,0,728.0,1537708.0,9,0,2,8162.78,19.0,9,0,106077,253770.0,0.0,0.0
30671,30671,0,384120,0,742.0,1350083.0,8,0,0,6592.81,16.0,10,0,261364,355190.0,0.0,0.0
30672,30672,0,217272,0,698.0,1032042.0,9,0,0,17028.75,12.0,9,0,195206,393096.0,0.0,0.0
14356,14356,0,36058,0,713.0,1325459.0,2,3,8,27282.29,13.0,11,0,211698,493218.0,0.0,0.0
30673,30673,1,176616,0,694.0,573819.0,6,1,0,11667.71,16.0,7,0,49628,64196.0,0.0,0.0
30674,30674,0,367708,0,670.0,1755999.0,5,2,0,17120.9,22.0,11,1,269724,365706.0,1.0,0.0
30675,30675,0,172348,0,717.0,930240.0,10,0,0,14806.32,23.0,12,0,267045,387970.0,0.0,0.0
30676,30676,1,389026,0,739.0,1026608.0,0,1,0,7947.7,14.0,4,0,336091,443234.0,0.0,0.0
30677,30677,0,292842,0,698.0,1145244.0,1,2,0,14124.6,17.0,11,0,105602,212300.0,0.0,0.0
30678,30678,0,261756,0,737.0,1054956.0,8,1,0,10285.84,15.0,15,0,271681,547118.0,0.0,0.0
30679,30679,0,323488,0,747.0,1251359.0,6,0,0,17310.52,28.0,7,0,218956,408914.0,0.0,0.0
30680,30680,0,247170,1,731.0,2268011.0,6,1,0,37611.26,15.0,37,1,535895,2733544.0,0.0,1.0
18908,18908,0,389356,0,721.0,709878.0,2,1,0,16741.09,17.0,5,0,93043,142692.0,0.0,0.0
30681,30681,0,345796,0,747.0,1866560.0,8,0,0,30176.18,20.0,14,0,1061606,1596408.0,0.0,0.0
30682,30682,0,87692,0,657.0,776359.0,9,1,3,6987.25,11.0,12,0,28272,779394.0,0.0,0.0
30683,30683,0,106282,0,722.0,1070916.0,10,1,0,9459.91,19.0,8,0,95703,128392.0,0.0,0.0
30684,30684,0,216216,1,677.0,1568545.0,10,0,4,18678.71,25.0,20,0,621053,1078132.0,0.0,0.0
30685,30685,0,130812,0,731.0,979108.0,9,1,0,18194.97,12.0,17,1,327769,721534.0,1.0,0.0
30686,30686,1,328064,0,714.0,849965.0,0,2,0,6594.33,7.0,9,0,317813,913132.0,0.0,0.0
30687,30687,1,278586,1,733.0,1466135.0,10,0,0,16982.77,18.0,17,0,126597,372042.0,0.0,0.0
30688,30688,0,241098,0,733.0,2026483.0,3,0,0,23810.99,28.0,16,0,247190,333608.0,0.0,0.0
19848,19848,0,603922,1,673.0,2221499.0,0,0,0,13273.59,22.0,11,0,175370,369182.0,0.0,0.0
30689,30689,0,416130,0,744.0,847818.0,8,0,0,16532.47,14.0,7,0,704805,1457302.0,0.0,0.0
30690,30690,1,750992,0,708.0,1815431.0,10,0,0,25567.35,19.0,18,0,669104,811250.0,0.0,0.0
30691,30691,1,225148,1,674.0,812611.0,10,1,0,19908.77,15.0,13,0,293550,405592.0,0.0,0.0
30692,30692,1,302852,0,729.0,1158335.0,10,0,0,26544.9,21.0,12,0,375573,501600.0,0.0,0.0
30693,30693,1,223916,0,693.0,850877.0,10,2,0,13259.53,23.0,10,1,122607,268884.0,1.0,0.0
19843,19843,0,178332,0,724.0,673854.0,10,0,0,15049.33,29.0,18,1,155515,285384.0,1.0,0.0
30694,30694,0,174680,0,699.0,1697175.0,10,0,0,40449.29,15.0,17,0,202084,316624.0,0.0,0.0
9633,9633,0,325050,0,717.0,1136124.0,7,1,0,13160.16,7.0,11,0,174401,572044.0,0.0,0.0
30695,30695,0,91762,0,723.0,905806.0,1,0,2,17965.07,12.0,22,0,322468,620224.0,0.0,0.0
30696,30696,0,214522,0,732.0,1333933.0,10,1,0,26122.91,21.0,7,0,75354,122188.0,0.0,0.0
30697,30697,0,249458,1,745.0,636956.0,10,0,0,8545.82,14.0,14,0,109440,502876.0,0.0,0.0
30698,30698,1,200046,0,701.0,743090.0,4,0,0,21054.09,25.0,19,0,143564,303358.0,0.0,0.0
30699,30699,1,55814,0,657.0,688332.0,1,1,16,12390.09,6.0,5,0,56563,71434.0,0.0,0.0
30700,30700,0,178332,0,748.0,1155048.0,4,0,0,3234.18,14.0,22,0,94240,227326.0,0.0,0.0
30701,30701,0,443960,0,725.0,3680832.0,0,0,5,3772.83,13.0,5,0,0,0.0,0.0,0.0
30702,30702,0,34870,0,732.0,658692.0,10,0,3,10099.83,24.0,9,0,141664,228778.0,0.0,0.0
30703,30703,0,176396,0,721.0,1180584.0,10,0,0,7506.71,26.0,14,1,152399,430386.0,1.0,0.0
30704,30704,0,537680,1,669.0,1337353.0,10,0,0,24406.83,15.0,6,0,2513358,3364394.0,0.0,0.0
30705,30705,1,436392,1,724.0,3297735.0,9,0,0,69252.53,14.0,28,0,231686,664026.0,0.0,0.0
16365,16365,0,413842,1,705.0,1136979.0,10,0,0,8499.08,33.3,5,1,58577,114378.0,0.0,0.0
30706,30706,0,678106,0,746.0,1898860.0,10,0,0,33704.86,20.0,18,0,229653,836176.0,0.0,0.0
30707,30707,0,88880,0,736.0,997785.0,1,0,5,10809.29,15.0,19,0,221692,1492458.0,0.0,0.0
30708,30708,0,125444,0,746.0,565269.0,4,1,0,9374.03,14.0,7,0,344622,675202.0,0.0,0.0
30709,30709,0,626230,0,748.0,1622486.0,10,0,0,13520.78,33.9,8,0,615942,1492040.0,0.0,0.0
30710,30710,1,173536,0,7360.0,936700.0,10,1,0,20373.32,12.0,11,0,167998,229944.0,0.0,0.0
30711,30711,0,76846,1,705.0,550031.0,9,2,0,8855.33,22.0,8,0,110542,337722.0,0.0,0.0
30712,30712,0,79904,0,718.0,680295.0,0,1,0,11054.77,12.0,10,1,11932,85294.0,1.0,0.0
30713,30713,0,61490,0,662.0,81092.0,3,1,9,0.0,11.0,6,0,0,0.0,0.0,0.0
30714,30714,1,616858,1,740.0,1484071.0,2,0,0,9510.45,21.0,14,0,335160,1796630.0,0.0,0.0
30715,30715,1,236830,1,7160.0,1115604.0,1,0,0,27983.01,12.0,10,0,258590,383394.0,0.0,0.0
30716,30716,1,222464,0,739.0,345838.0,0,0,2,2910.8,19.0,8,0,137541,217866.0,0.0,0.0
30717,30717,1,322388,0,748.0,1299277.0,0,1,0,24686.32,9.0,13,0,348327,545776.0,0.0,0.0
15407,15407,0,75724,0,634.0,790419.0,3,1,0,9221.65,13.0,9,0,70547,113476.0,0.0,0.0
30718,30718,0,260722,0,711.0,1347157.0,1,2,1,20768.71,8.0,12,0,135337,309672.0,0.0,0.0
30719,30719,0,268202,1,739.0,965105.0,2,0,2,10793.14,16.0,9,0,143830,605638.0,0.0,0.0
30720,30720,0,65252,0,714.0,516496.0,7,1,1,14849.26,13.0,10,0,190551,546150.0,0.0,0.0
30721,30721,1,672276,0,708.0,1819212.0,3,2,0,30168.58,9.0,6,0,255398,370612.0,0.0,0.0
30722,30722,0,606276,1,720.0,3702568.0,10,0,0,24807.16,35.0,14,0,297673,664114.0,0.0,0.0
30723,30723,0,447172,0,742.0,1158582.0,7,1,0,15254.72,16.0,8,0,63631,107382.0,0.0,0.0
8836,8836,0,171864,0,723.0,608912.0,0,1,0,12736.27,10.0,12,0,128117,209220.0,0.0,0.0
30724,30724,0,525140,1,719.0,1606279.0,1,0,0,26503.67,12.0,18,0,621186,1013078.0,0.0,0.0
19051,19051,0,375760,0,708.0,1985101.0,10,0,0,31926.84,19.0,15,0,120878,369292.0,0.0,0.0
30725,30725,0,221518,0,745.0,1052220.0,8,1,0,13152.56,13.0,9,0,167846,365310.0,0.0,0.0
30726,30726,1,332574,0,7390.0,1972257.0,7,0,0,24653.26,26.0,10,0,471884,809490.0,0.0,0.0
30727,30727,0,302676,1,720.0,1587070.0,10,0,0,20235.0,26.0,11,0,618830,2001472.0,0.0,0.0
30728,30728,0,433048,0,719.0,2150477.0,10,0,0,13153.89,26.0,14,0,276659,728068.0,0.0,0.0
30729,30729,0,296824,0,708.0,1864280.0,0,1,4,14852.11,16.0,13,0,153900,373582.0,0.0,0.0
30730,30730,0,399168,0,717.0,1768197.0,3,0,0,49951.38,23.0,17,0,448020,619036.0,0.0,0.0
30731,30731,0,400598,0,741.0,864918.0,7,0,0,5650.79,15.0,11,0,259882,536404.0,0.0,0.0
30732,30732,0,670340,1,737.0,2014608.0,10,0,2,4247.45,25.0,9,0,333773,2927914.0,0.0,0.0
30733,30733,0,155540,0,740.0,435233.0,9,1,3,2187.09,15.0,10,0,74005,369314.0,0.0,0.0
30734,30734,1,65472,0,7410.0,942400.0,4,1,4,15643.84,10.0,7,0,27645,133408.0,0.0,0.0
11882,11882,0,70268,0,706.0,718542.0,4,1,6,19819.47,14.0,16,1,13015,96580.0,0.0,1.0
30735,30735,1,434280,1,721.0,1406475.0,1,0,0,26136.97,26.0,15,0,574446,1090386.0,0.0,0.0
30736,30736,0,86108,0,720.0,1208324.0,2,0,1,17923.46,14.0,9,0,113886,277596.0,0.0,0.0
30737,30737,0,45034,0,740.0,669085.0,10,1,0,3758.01,14.0,8,0,157415,734932.0,0.0,0.0
30738,30738,0,269676,0,732.0,1455647.0,10,0,0,15405.58,14.0,8,0,252073,352946.0,0.0,0.0
30739,30739,1,266376,0,728.0,728498.0,10,1,0,16269.89,13.0,13,0,180329,546590.0,0.0,0.0
30740,30740,1,201212,0,731.0,1003998.0,3,2,0,3221.07,21.0,5,1,124640,206140.0,1.0,0.0
17370,17370,0,130856,0,714.0,489706.0,7,1,0,7304.74,26.0,7,0,125913,157102.0,0.0,0.0
30741,30741,0,222904,0,721.0,1851930.0,6,0,0,20216.76,22.0,6,0,102847,156046.0,0.0,0.0
30742,30742,0,29084,0,722.0,1159266.0,6,0,3,12365.58,11.0,7,0,103284,279444.0,0.0,0.0
30743,30743,1,71940,0,699.0,474297.0,2,1,3,3952.38,6.0,15,0,66329,382074.0,0.0,0.0
30744,30744,0,266420,0,748.0,3451464.0,2,1,0,35665.09,22.0,8,1,193553,481976.0,1.0,0.0
30745,30745,0,656238,1,659.0,3306057.0,0,0,0,29479.07,26.0,23,0,522576,1592360.0,0.0,0.0
30746,30746,0,438460,1,645.0,1325345.0,0,1,0,24850.29,9.0,16,0,536788,980342.0,0.0,0.0
12466,12466,0,432982,0,702.0,936035.0,4,1,0,13884.25,23.0,10,0,155021,405174.0,0.0,0.0
30747,30747,0,401082,1,699.0,775124.0,10,0,0,8784.65,17.0,12,0,293797,861212.0,0.0,0.0
30748,30748,0,558690,1,642.0,1544016.0,6,0,0,25862.23,19.0,10,1,242155,516384.0,1.0,0.0
30749,30749,0,130394,0,744.0,1520380.0,10,0,0,18624.56,12.0,7,0,186922,469480.0,0.0,0.0
18128,18128,0,219516,0,713.0,583338.0,4,1,3,6125.03,8.0,5,0,116394,141856.0,0.0,0.0
30750,30750,0,178310,0,718.0,1434044.0,9,0,0,22538.37,19.0,8,1,85918,142758.0,1.0,0.0
30751,30751,1,335566,0,680.0,736326.0,6,1,1,19942.4,13.0,10,0,281219,435336.0,0.0,0.0
30752,30752,0,516428,0,745.0,3345102.0,5,1,3,12460.58,14.0,13,0,156237,904508.0,0.0,0.0
30753,30753,0,432608,0,714.0,1064798.0,5,1,0,27241.25,9.0,7,0,186276,285692.0,0.0,0.0
30754,30754,0,381238,0,727.0,1505104.0,4,1,0,24081.74,6.0,12,0,60306,453376.0,0.0,0.0
13372,13372,0,767998,1,714.0,1895060.0,2,1,0,32847.58,17.0,19,0,651947,2056868.0,0.0,0.0
30755,30755,0,539924,0,747.0,1923503.0,10,2,0,28371.75,18.0,11,0,755003,1116500.0,0.0,0.0
30756,30756,0,343706,0,738.0,970045.0,5,0,0,17379.87,17.0,7,0,301017,668998.0,0.0,0.0
30757,30757,0,172656,0,679.0,1155618.0,7,1,8,5961.06,12.0,4,0,61579,163922.0,0.0,0.0
30758,30758,0,216106,1,708.0,643891.0,10,2,0,14434.11,23.0,9,0,144457,174966.0,0.0,0.0
30759,30759,0,270468,0,744.0,914888.0,5,2,0,16162.73,12.0,25,0,246411,662002.0,0.0,0.0
30760,30760,0,553256,0,738.0,2006780.0,2,0,19,13729.78,22.0,12,0,43776,7239606.0,0.0,0.0
30761,30761,0,128304,0,737.0,563673.0,7,0,0,12259.94,33.0,11,0,264841,406164.0,0.0,0.0
12505,12505,0,354156,0,713.0,1557943.0,2,1,0,12190.97,28.0,5,0,365484,555368.0,0.0,0.0
30762,30762,0,89188,0,686.0,962920.0,10,1,0,12116.87,17.0,9,0,267919,443828.0,0.0,0.0
30763,30763,0,123574,0,689.0,914831.0,3,1,0,8157.27,10.0,6,1,2907,55352.0,1.0,0.0
30764,30764,1,279642,0,7050.0,1331197.0,5,0,1,25181.84,13.0,13,0,111264,270666.0,0.0,0.0
30765,30765,1,152570,0,671.0,583452.0,2,0,0,7682.08,14.0,5,0,226784,303952.0,0.0,0.0
30766,30766,0,224862,0,747.0,1048667.0,5,0,0,9438.06,18.0,8,0,145578,472142.0,0.0,0.0
30767,30767,0,381260,1,728.0,940785.0,10,0,0,17326.1,12.0,9,0,312113,757658.0,0.0,0.0
30768,30768,0,396198,0,748.0,1188089.0,6,0,0,15148.32,21.0,13,0,612560,1396230.0,0.0,0.0
30769,30769,1,220440,1,722.0,571140.0,10,1,0,11004.04,15.0,8,0,137674,271128.0,0.0,0.0
30770,30770,0,355784,0,741.0,1142888.0,3,1,8,933.47,9.0,8,0,36328,678458.0,0.0,0.0
30771,30771,0,221452,0,717.0,2103794.0,6,0,0,23843.1,20.0,19,1,234745,458370.0,1.0,0.0
30772,30772,1,257796,0,728.0,680561.0,0,1,0,10095.08,14.0,9,0,293835,591690.0,0.0,0.0
30773,30773,0,162778,0,726.0,1053151.0,7,0,2,32121.02,8.0,12,0,262504,743138.0,0.0,0.0
30774,30774,0,153780,0,740.0,1043442.0,10,2,0,10173.55,20.0,9,2,140828,292226.0,2.0,0.0
30775,30775,0,330726,0,734.0,990166.0,10,1,0,14109.97,15.0,13,0,196042,299860.0,0.0,0.0
30776,30776,1,279774,0,714.0,780596.0,3,1,0,19450.11,12.0,9,1,185592,333696.0,0.0,0.0
30777,30777,0,297220,0,720.0,1395075.0,7,0,0,25227.63,19.0,20,0,485089,1010240.0,0.0,0.0
30778,30778,0,174680,0,721.0,1216304.0,10,1,3,15102.53,8.0,11,0,341050,781990.0,0.0,0.0
4039,4039,0,220550,0,711.0,2609517.0,7,0,0,52190.15,14.0,24,0,1218508,1601490.0,0.0,0.0
7111,7111,0,321464,0,690.0,772540.0,5,2,4,12940.14,14.0,8,0,431927,748682.0,0.0,0.0
18915,18915,0,433224,0,691.0,4302702.0,7,0,0,23951.59,17.0,9,0,374224,450428.0,0.0,0.0
30779,30779,0,739574,0,746.0,1870835.0,10,0,0,22450.02,19.0,3,0,44479,153296.0,0.0,0.0
30780,30780,0,298364,0,741.0,1629421.0,9,0,0,12016.93,23.0,7,1,161044,274230.0,1.0,0.0
30781,30781,0,229834,0,675.0,1059953.0,9,0,0,21287.22,23.0,12,1,134900,232100.0,1.0,0.0
30782,30782,0,314996,0,739.0,2098588.0,1,0,2,19761.71,17.0,12,0,913577,2851310.0,0.0,0.0
30783,30783,0,153032,0,711.0,2812095.0,10,0,5,39603.6,14.0,10,2,97033,162822.0,1.0,1.0
30784,30784,0,181456,0,751.0,2603836.0,2,0,0,3927.49,11.0,11,0,211755,1318240.0,0.0,0.0
30785,30785,1,156398,0,677.0,1003694.0,7,0,7,13382.46,13.0,25,2,70528,186868.0,0.0,0.0
30786,30786,0,434368,0,749.0,1219192.0,0,0,0,33629.43,16.0,15,0,795302,2661494.0,0.0,0.0
30787,30787,1,628144,1,676.0,2131173.0,7,1,0,20068.56,14.0,9,0,157947,295922.0,0.0,0.0
30788,30788,1,31064,0,7090.0,367859.0,8,0,7,2605.66,8.0,3,0,109915,139700.0,0.0,0.0
30789,30789,0,234432,0,745.0,1619788.0,10,0,0,42519.15,32.5,24,0,322373,560472.0,0.0,0.0
30790,30790,1,34232,0,707.0,1068256.0,2,1,16,23679.7,20.0,14,0,303335,739420.0,0.0,0.0
30791,30791,0,331056,0,728.0,1734529.0,10,0,1,50445.95,15.0,8,0,1774220,2391576.0,0.0,0.0
30792,30792,0,499554,1,665.0,1229946.0,3,1,0,21421.36,22.0,13,1,333507,449020.0,0.0,1.0
30793,30793,0,778096,1,734.0,4204700.0,1,0,0,59916.88,21.0,11,0,384161,1117644.0,0.0,0.0
30794,30794,0,407484,1,682.0,1475768.0,6,1,0,35664.52,5.0,13,0,183274,433092.0,0.0,0.0
17626,17626,0,191884,1,712.0,929765.0,10,0,2,18672.82,14.0,7,0,629356,776072.0,0.0,0.0
30795,30795,0,493658,1,626.0,1419585.0,10,0,0,33833.49,19.0,8,0,143564,366168.0,0.0,0.0
30796,30796,0,261492,0,748.0,2258340.0,1,1,0,10200.15,16.0,8,0,129998,964942.0,0.0,0.0
30797,30797,0,717024,0,717.0,4450845.0,5,0,1,36942.08,16.0,8,0,1294318,1533994.0,0.0,0.0
30798,30798,0,530508,1,689.0,1408337.0,2,0,2,20185.98,17.0,9,1,112841,325820.0,0.0,0.0
30799,30799,0,105710,0,699.0,708073.0,0,1,0,8673.88,7.0,7,0,62947,114422.0,0.0,0.0
30800,30800,0,541376,1,711.0,1589654.0,8,0,0,16028.78,15.0,9,0,114437,155892.0,0.0,0.0
30801,30801,0,329736,0,718.0,1898480.0,4,1,0,17560.94,12.0,11,0,139821,329736.0,0.0,0.0
30802,30802,0,561286,1,675.0,1735365.0,0,1,0,24916.79,33.1,17,0,241186,1208944.0,0.0,0.0
30803,30803,0,207834,0,743.0,1514528.0,10,0,0,23222.75,19.0,9,0,798969,1172512.0,0.0,0.0
30804,30804,0,323268,0,744.0,1675116.0,3,0,0,30152.05,15.0,10,0,691315,1098064.0,0.0,0.0
30805,30805,0,223212,0,746.0,963870.0,6,1,0,11124.69,13.0,6,0,191444,544632.0,0.0,0.0
30806,30806,0,457776,0,722.0,1742414.0,7,0,2,5081.93,18.0,9,1,133836,215248.0,1.0,0.0
30807,30807,1,133936,0,713.0,697756.0,4,1,0,16746.22,8.0,7,0,74328,98252.0,0.0,0.0
30808,30808,1,220066,0,698.0,3230969.0,5,0,0,37156.21,9.0,9,0,82517,252780.0,0.0,0.0
30809,30809,0,34474,0,718.0,1023378.0,8,1,0,8229.47,20.0,5,0,429324,499620.0,0.0,0.0
30810,30810,1,268862,0,741.0,2515448.0,10,0,0,35006.74,19.0,21,0,963642,1425028.0,0.0,0.0
12147,12147,0,262416,0,701.0,1152046.0,7,1,0,12672.43,10.0,14,0,156218,415844.0,0.0,0.0
30811,30811,0,361108,1,675.0,1206595.0,10,2,0,26947.32,19.0,19,1,121467,581218.0,1.0,0.0
30812,30812,0,456830,1,737.0,2286023.0,10,0,1,33909.3,24.0,10,0,732602,1368202.0,0.0,0.0
30813,30813,0,674256,0,729.0,2426300.0,9,0,0,15629.4,12.0,17,0,591812,1292918.0,0.0,0.0
30814,30814,0,358270,0,710.0,1256983.0,4,0,0,10684.27,13.0,9,0,285418,351560.0,0.0,0.0
30815,30815,0,185328,0,731.0,941450.0,4,1,0,9179.09,9.0,8,0,70623,263802.0,0.0,0.0
30816,30816,0,174416,0,736.0,903792.0,3,0,2,3743.19,18.0,5,0,55689,848562.0,0.0,0.0
22492,22492,0,44220,0,720.0,1623246.0,5,0,2,13459.22,31.0,12,0,350341,609994.0,0.0,0.0
30817,30817,0,252010,0,739.0,662416.0,5,2,0,12916.96,18.0,7,0,188233,359084.0,0.0,0.0
30818,30818,0,323400,1,710.0,2424400.0,2,1,8,34143.76,14.0,11,0,436240,1308582.0,0.0,0.0
30819,30819,0,44176,0,727.0,2097942.0,9,1,6,22378.01,19.0,5,0,157301,220792.0,0.0,0.0
30820,30820,0,343618,0,746.0,2503953.0,8,0,0,21283.61,21.0,12,1,160075,341330.0,1.0,0.0
30821,30821,0,353936,0,739.0,1337315.0,0,1,0,13596.02,12.0,4,0,209874,241098.0,0.0,0.0
30822,30822,1,182908,0,7340.0,989672.0,10,1,0,24412.15,17.0,10,0,277704,427592.0,0.0,0.0
30823,30823,1,78298,0,734.0,618279.0,8,0,0,10819.74,18.0,8,0,237538,382536.0,0.0,0.0
30824,30824,0,134992,0,739.0,971470.0,3,1,0,14896.0,9.0,5,0,370671,598598.0,0.0,0.0
30825,30825,0,117260,0,745.0,874779.0,10,1,0,19974.32,21.0,10,0,480415,832722.0,0.0,0.0
30826,30826,0,597674,0,741.0,1423917.0,6,2,0,37496.31,11.0,14,0,328244,442992.0,0.0,0.0
30827,30827,0,180928,0,739.0,711816.0,10,0,5,8363.99,17.0,9,0,9120,109934.0,0.0,0.0
30828,30828,0,472120,0,702.0,2427022.0,1,0,1,8494.52,15.0,11,0,84208,251944.0,0.0,0.0
30829,30829,0,548526,0,717.0,2368597.0,3,0,0,26449.14,24.0,13,0,507338,932426.0,0.0,0.0
30830,30830,0,263604,0,718.0,677882.0,6,1,0,17738.02,16.0,17,0,247893,782122.0,0.0,0.0
20631,20631,0,217008,1,721.0,1686744.0,2,0,0,7604.37,16.0,17,1,51509,221694.0,1.0,0.0
30831,30831,1,228954,0,737.0,1996083.0,4,1,0,20459.77,10.0,8,1,103645,163504.0,1.0,0.0
30832,30832,0,220418,0,731.0,666273.0,0,2,2,6773.69,13.0,3,0,101802,154286.0,0.0,0.0
30833,30833,0,630850,0,711.0,2763018.0,9,2,7,45359.65,12.0,13,0,358549,916476.0,0.0,0.0
30834,30834,1,254826,1,616.0,733590.0,10,0,1,15588.74,21.0,17,0,198569,542300.0,0.0,0.0
30835,30835,0,122870,0,733.0,663271.0,5,1,5,11938.84,11.0,10,0,66785,224114.0,0.0,0.0
17729,17729,0,224356,1,717.0,1705098.0,3,0,2,10330.11,11.0,19,1,127091,487278.0,0.0,0.0
30836,30836,0,255992,0,738.0,845861.0,10,0,0,1924.32,28.0,7,1,21717,335390.0,1.0,0.0
30837,30837,0,155100,0,702.0,432231.0,3,0,0,2967.99,11.0,4,0,5947,118800.0,0.0,0.0
30838,30838,1,760518,1,653.0,1313622.0,10,1,2,20470.6,19.0,9,1,102011,319220.0,1.0,0.0
14750,14750,0,261360,0,719.0,978120.0,6,1,0,24045.45,18.0,10,1,260205,407132.0,1.0,0.0
30839,30839,0,675312,0,671.0,1944080.0,0,1,3,19764.94,12.0,4,0,306356,434698.0,0.0,0.0
3802,3802,0,412478,1,650.0,3246872.0,8,0,0,27327.89,22.0,9,0,274037,603240.0,0.0,0.0
30840,30840,0,361900,0,716.0,680409.0,7,1,0,13267.89,26.0,14,0,414808,687104.0,0.0,0.0
30841,30841,0,47916,0,723.0,1032669.0,5,0,1,16780.99,14.0,14,0,62757,239800.0,0.0,0.0
30842,30842,1,226006,0,7380.0,743584.0,8,1,0,16296.87,17.0,12,0,222794,311938.0,0.0,0.0
30843,30843,1,427086,0,750.0,2458999.0,10,0,0,22745.66,39.9,24,0,915135,1955030.0,0.0,0.0
